type,rank,name,country,score,startDate,competition,competition_short,url,season,gender
SP,25,Basar OKTAR,TUR,56.84,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
SP,24,Gabriel FOLKESSON,SWE,57.11,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
SP,23,Younghyun CHA,KOR,57.57,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
SP,22,Micah Kai LYNETTE,THA,58.38,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
SP,21,Luc ECONOMIDES,FRA,58.84,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
SP,20,Petr KOTLARIK,CZE,60.27,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
SP,35,Roman GALAY,FIN,47.87,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
SP,28,Ivan SHMURATKO,UKR,54.51,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
FS,22,Donovan CARRILLO,MEX,107.31,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
FS,7,Ting CUI,USA,118.17,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,6,Eunsoo LIM,KOR,122.16,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,5,Stanislava KONSTANTINOVA,RUS,123.72,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,4,Yuhana YOKOI,JPN,124.97,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,3,Mako YAMASHITA,JPN,128.38,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,2,Alena KOSTORNAIA,RUS,135.76,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,15,Irakli MAYSURADZE,GEO,118.67,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
FS,23,Sena MIYAKE,JPN,106.68,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
FS,10,Lea Johanna DASTICH,GER,109.02,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,21,Micah Kai LYNETTE,THA,107.62,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
FS,20,Gabriel FOLKESSON,SWE,109.28,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
FS,19,Adam SIAO HIM FA,FRA,111.48,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
FS,18,Nurullah SAHAKA,SUI,112.44,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
FS,17,Petr KOTLARIK,CZE,112.88,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
FS,16,Younghyun CHA,KOR,116.56,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
FS,1,Alexandra TRUSOVA,RUS,153.49,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,17,Aurora COTOP,CAN,92.49,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
SP,22,Alana TOKTAROVA,KAZ,48.28,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
SP,21,Aurora COTOP,CAN,49.15,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,24,Kyarha VAN TIEL,NED,70.89,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,22,Alana TOKTAROVA,KAZ,78.99,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,21,Kristen SPOURS,GBR,79.64,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,20,Ann-Christin MAROLD,GER,82.72,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,8,Young YOU,KOR,111.99,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,18,Hongyi CHEN,CHN,91.17,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,9,Rika KIHIRA,JPN,111.51,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,16,Anastasiia ARKHIPOVA,UKR,92.61,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,15,Alexandra FEIGIN,BUL,96.01,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,14,Selma IHR,SWE,97.02,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,13,Yi Christy LEUNG,HKG,99.25,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,12,Stefanie PESENDORFER,AUT,99.54,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,11,Lucrezia BECCARI,ITA,100.99,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,23,Chloe ING,SGP,74.99,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,19,Emmy MA,USA,87.2,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
SP,31,Amy LIN,TPE,43.06,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
SP,39,Oliwia RZEPIEL,POL,39.71,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
SP,38,Lea SERNA,FRA,39.97,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
SP,37,Anete LACE,LAT,40.03,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
SP,36,Hana CVIJANOVIC,CRO,40.51,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
SP,35,Maia MAZZARA,SUI,40.69,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
SP,26,Morgan FLOOD,AZE,45.04,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
SP,40,Amanda STAN,ROU,38.46,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,14,Mark GORODNITSKY,ISR,118.71,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
SP,34,Kristina SHKULETA-GROMOVA,EST,41.3,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
SP,30,Guzide Irmak BAYIR,TUR,43.09,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
SP,29,Sofia SULA,FIN,44.21,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
SP,28,Maya GORODNITSKY,ISR,44.24,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
SP,27,Andrea MONTESINOS CANTU,MEX,44.26,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
SP,25,Dahyun KO,CZE,45.68,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
SP,23,Lucrezia BECCARI,ITA,46.46,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
SP,33,Silvia HUGEC,SVK,41.49,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,8,Ivan PAVLOV,UKR,135.33,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
FS,13,Luc ECONOMIDES,FRA,120.71,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
SP,32,Julia LANG,HUN,42,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
SP,41,Hiu Ching KWONG,HKG,37.31,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,11,Sihyeong LEE,KOR,124.15,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
FS,9,Mitsuki SUMOTO,JPN,126.57,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
FS,12,Conrad ORZEL,CAN,121.44,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
FS,7,Tomoki HIWATASHI,USA,138.83,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
FS,6,Matteo RIZZO,ITA,141.34,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
SP,43,Paulina RAMANAUSKAITE,LTU,33.5,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,10,Jonathan HESS,GER,125.44,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
SP,42,Aliaksandra CHEPELEVA,BLR,36.63,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,5,Roman SAVOSIN,RUS,142.55,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
SP,44,Marusa UDRIH,SLO,32.71,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,F
FS,1,Alexey EROKHOV,RUS,154.98,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
FS,2,Artur DANIELIAN,RUS,149.61,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
FS,3,Joseph PHAN,CAN,145.65,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
FS,4,Camden PULKINEN,USA,145.57,2018/03/05,ISU World Junior Figure Skating Championships 2018,Jr WORLD,http://www.isuresults.com/results/season1718/wjc2018/index.htm,2017-2018,M
SP,2,Marin HONDA,JPN,68.35,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,41,Alexander BOROVOJ,HUN,45.41,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,33,Yakau ZENKO,BLR,50.92,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,5,Yuna SHIRAIWA,JPN,62.96,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,3,Kaori SAKAMOTO,JPN,67.78,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,1,Alina ZAGITOVA,RUS,70.58,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,45,Matthew SAMUELS,RSA,41.68,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,44,Benjam PAPP,FIN,43.51,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,7,Bradie TENNELL,USA,57.47,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,42,Kai Xiang CHEW,MAS,44.23,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,8,Yi Christy LEUNG,HKG,56.01,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,40,Ryszard GURTLER,POL,45.41,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,39,Glebs BASINS,LAT,45.7,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,38,Aleix GABARA,ESP,47.82,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,37,Ivo GATOVSKI,BUL,48.05,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,36,Jakub KRSNAK,SVK,48.6,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,24,Andrea MONTESINOS CANTU,MEX,44.66,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,43,Davide LEWTON BRAIN,MON,44.14,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,15,Anita ÖSTLUND,SWE,52.18,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,23,Valentina MATOS,ESP,45.4,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,22,Guzide Irmak BAYIR,TUR,45.4,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,21,Michaela-Lucie HANZLIKOVA,CZE,48.1,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,20,Holly HARRIS,AUS,48.24,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,19,Sarah TAMURA,CAN,49.57,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,18,Amy LIN,TPE,49.59,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,6,Stanislava KONSTANTINOVA,RUS,58.9,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,16,Kristen SPOURS,GBR,49.83,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,4,Eunsoo LIM,KOR,64.78,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,14,Elisabetta LECCARDI,ITA,52.62,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,13,Lea Johanna DASTICH,GER,53.95,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,12,Xiangning LI,CHN,54.24,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,11,Polina TSURSKAYA,RUS,54.3,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,10,Viveca LINDFORS,FIN,55.5,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,9,Starr ANDREWS,USA,55.83,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,17,So Hyun AN,KOR,49.75,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,6,Kevin AYMOZ,FRA,77.24,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,35,Irakli MAYSURADZE,GEO,48.66,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,13,Matteo RIZZO,ITA,68.53,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,12,Koshiro SHIMADA,JPN,68.77,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,11,Graham NEWBERRY,GBR,70.8,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,10,Yaroslav PANIOT,UKR,72.03,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,9,Roman SADOVSKY,CAN,76.27,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,15,Sihyeong LEE,KOR,67.51,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,7,Nicolas NADEAU,CAN,77.2,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,16,Daniel SAMOHIN,ISR,67,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,5,Vincent ZHOU,USA,78.87,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,4,Alexander PETROV,RUS,81.29,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,3,Alexander SAMARIN,RUS,82.23,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,2,Jun Hwan CHA,KOR,82.34,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,1,Dmitri ALIEV,RUS,83.48,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
FS,24,Holly HARRIS,AUS,74.87,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,F
SP,8,Alexei KRASNOZHON,USA,76.5,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,23,Thomas STOLL,GER,57.1,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,31,Nikolaj MAJOROV,SWE,52.42,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,30,Luc ECONOMIDES,FRA,53.52,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,29,James MIN,AUS,53.72,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,28,Yuheng LI,CHN,53.76,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,27,Donovan CARRILLO,MEX,53.92,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,26,Basar OKTAR,TUR,54.17,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,14,Kazuki TOMONO,JPN,68.12,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,24,Petr KOTLARIK,CZE,56.66,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,34,Nurullah SAHAKA,SUI,50.58,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,22,Mark GORODNITSKY,ISR,59.27,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,21,Tangxu LI,CHN,62.08,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,20,Chih-I TSAO,TPE,63.17,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,19,Sondre ODDVOLL BOE,NOR,66.16,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,18,Conrad ORZEL,CAN,66.21,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,17,Daniel Albert NAURITS,EST,66.44,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
SP,25,Andrew TORGASHEV,USA,55.42,2017/03/13,ISU World Junior Figure Skating Championships 2017,Jr WORLD,http://www.isuresults.com/results/season1617/wjc2017/index.htm,2016-2017,M
