type,rank,name,country,score,startDate,competition,competition_short,url,season,gender
SP,15,Maciej CIEPLUCHA,POL,65.84,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,M
SP,24,Paul Bonifacio PARKINSON,ITA,52.08,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,M
SP,16,Viktor PFEIFER,AUT,60.89,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,M
SP,22,Pavel IGNATENKO,BLR,55.99,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,M
SP,21,Yakov GODOROZHA,UKR,57.09,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,M
SP,20,Javier RAYA,ESP,57.13,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,M
SP,19,Franz STREUBEL,GER,59.96,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,M
SP,18,Kim LUCINE,MON,60,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,M
SP,31,Justus STRID,DEN,47.05,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,M
SP,25,Sondre ODDVOLL BOE,NOR,49.84,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,M
FS,12,Juulia TURKKILA,FIN,89.89,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,35,Danielle MONTALBANO,ISR,33.87,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,36,Anna AFONKINA,BUL,31.15,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,37,Sila SAYGI,TUR,25.88,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,1,Julia LIPNITSKAIA,RUS,139.75,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,2,Adelina SOTNIKOVA,RUS,131.63,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,3,Carolina KOSTNER,ITA,122.42,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,4,Mae Berenice MEITE,FRA,114.73,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,5,Alena LEONOVA,RUS,114.06,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,6,Valentina MARCHEI,ITA,107.87,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,7,Elena GLEBOVA,EST,101.03,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,8,Nathalie WEINZIERL,GER,98.86,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,9,Roberta RODEGHIERO,ITA,92.73,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,34,Sarah HECKEN,GER,35.2,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,11,Laurine LECAVELIER,FRA,90.3,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,23,Jenna MCCORKELL,GBR,70.6,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,13,Elene GEDEVANISHVILI,GEO,87.04,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,14,Viktoria HELGESSON,SWE,86.18,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,15,Isabelle OLSSON,SWE,85.42,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,16,Eliska BREZINOVA,CZE,83.25,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,17,Inga JANULEVICIUTE,LTU,81.96,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,18,Nicole RAJICOVA,SVK,79.25,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,19,Anne Line GJERSEM,NOR,78.95,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,20,Kaat VAN DAELE,BEL,76.87,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,21,Agata KRYGER,POL,75.93,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,22,Marta GARCIA,ESP,73.5,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,2,Julia LIPNITSKAIA,RUS,69.97,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,24,Natalia POPOVA,UKR,65.25,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,1,Adelina SOTNIKOVA,RUS,70.73,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
FS,10,Joshi HELGESSON,SWE,92.2,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,5,Mae Berenice MEITE,FRA,58.64,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,33,Fleur MAXWELL,LUX,36.48,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,4,Alena LEONOVA,RUS,64.09,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,6,Valentina MARCHEI,ITA,57.38,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,7,Elene GEDEVANISHVILI,GEO,54.78,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,8,Elena GLEBOVA,EST,54.68,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,9,Joshi HELGESSON,SWE,54.25,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,10,Nathalie WEINZIERL,GER,53.02,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,11,Viktoria HELGESSON,SWE,52.55,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,12,Juulia TURKKILA,FIN,50.42,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,13,Laurine LECAVELIER,FRA,49.12,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,14,Nicole RAJICOVA,SVK,49,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,15,Roberta RODEGHIERO,ITA,48.52,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,16,Eliska BREZINOVA,CZE,47.1,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,17,Natalia POPOVA,UKR,47.01,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,27,Dasa GRM,SLO,38.52,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,32,Michelle COUWENBERG,NED,36.72,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,30,Ieva GAILE,LAT,37.83,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,18,Anne Line GJERSEM,NOR,46.63,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,28,Sonia LAFUENTE,ESP,38.43,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,31,Kerstin FRANK,AUT,37.44,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,26,Tanja ODERMATT,SUI,39.42,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,25,Janina MAKEENKA,BLR,39.44,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,24,Jenna MCCORKELL,GBR,39.59,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,23,Agata KRYGER,POL,43.59,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,22,Isabelle OLSSON,SWE,43.97,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,21,Inga JANULEVICIUTE,LTU,44.24,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,20,Marta GARCIA,ESP,44.61,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,19,Kaat VAN DAELE,BEL,46.18,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,29,Anita MADSEN,DEN,38.42,2014/01/13,ISU European Figure Skating Championships 2014,EURO,https://results.isu.org/results/ec2014/,2013-2014,F
SP,25,Paolo BACCHINI,ITA,50.68,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,13,Viktor ROMANENKOV,EST,59.66,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,14,Pavel IGNATENKO,BLR,58.38,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,15,Yakov GODOROZHA,UKR,57.44,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,16,Zoltan KELEMEN,ROU,57.44,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,17,Peter LIEBERS,GER,56.67,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,19,Javier RAYA,ESP,54.21,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,21,Manol ATANASSOV,BUL,53.58,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,22,Justus STRID,DEN,53.14,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,12,Kim LUCINE,MON,63.27,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,24,Stephane WALKER,SUI,50.93,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,5,Sergei VORONOV,RUS,78.38,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,23,Maciej CIEPLUCHA,POL,52.84,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,11,Chafik BESSEGHIER,FRA,66.93,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,10,Viktor PFEIFER,AUT,67.34,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,9,Tomas VERNER,CZE,68.99,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,8,Alexander MAJOROV,SWE,74.29,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,7,Lenaelle GILLERON-GORRY,FRA,53.32,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,6,Evgeni PLUSHENKO,RUS,74.82,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,4,Michal BREZINA,CZE,79.84,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,3,Brian JOUBERT,FRA,83.93,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,2,Javier FERNANDEZ,ESP,88.8,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,1,Florent AMODIO,FRA,89.82,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,26,Valtter VIRTANEN,FIN,48.41,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,2,Carolina KOSTNER,ITA,64.19,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,11,Javier RAYA,ESP,115.37,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,7,Maxim KOVTUN,RUS,74.46,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,20,Pavel KASKA,CZE,53.76,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,3,Valentina MARCHEI,ITA,58.22,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,1,Adelina SOTNIKOVA,RUS,67.61,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,22,Manol ATANASSOV,BUL,79.63,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
FS,21,Justus STRID,DEN,106.94,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
FS,20,Viktor ROMANENKOV,EST,108.32,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
FS,19,Tomas VERNER,CZE,108.42,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
FS,18,Zoltan KELEMEN,ROU,109.89,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
FS,17,Stephane WALKER,SUI,112.18,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
FS,16,Kim LUCINE,MON,112.34,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
FS,15,Pavel IGNATENKO,BLR,112.8,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
FS,14,Yakov GODOROZHA,UKR,112.85,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
FS,9,Viktor PFEIFER,AUT,127.43,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
FS,12,Alexei BYCHENKO,ISR,114.7,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,27,Harry MATTICK,GBR,48.08,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
FS,10,Chafik BESSEGHIER,FRA,122.74,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
FS,8,Peter LIEBERS,GER,131.29,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
FS,7,Sergei VORONOV,RUS,131.8,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
FS,6,Alexander MAJOROV,SWE,137.59,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
FS,5,Brian JOUBERT,FRA,148.54,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
FS,4,Maxim KOVTUN,RUS,152.11,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
FS,3,Florent AMODIO,FRA,160.71,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
FS,2,Michal BREZINA,CZE,163.68,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
FS,1,Javier FERNANDEZ,ESP,186.07,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,30,Paul Bonifacio PARKINSON,ITA,40.35,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,29,Ali DEMIRBOGA,TUR,43.47,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,28,Saulius AMBRULEVICIUS,LTU,43.85,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
FS,13,Maciej CIEPLUCHA,POL,114.45,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,20,Fleur MAXWELL,LUX,46.66,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,33,Isabella SCHUSTER-VELISSARIOU,GRE,35.09,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,32,Michelle COUWENBERG,NED,35.28,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,31,Inga JANULEVICIUTE,LTU,35.53,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,30,Eliska BREZINOVA,CZE,40.98,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,29,Alisa MIKONSAARI,FIN,41.34,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,28,Patricia GLESCIC,SLO,43.36,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,8,Nathalie WEINZIERL,GER,52.28,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,27,Roberta RODEGHIERO,ITA,44.71,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,9,Elena GLEBOVA,EST,51.9,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,26,Alina FJODOROVA,LAT,44.87,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,25,Anna AFONKINA,BUL,44.89,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,34,Sabina MARIUTA,ROU,33.89,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,22,Tina STUERZINGER,SUI,45.73,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,23,Anne Line GJERSEM,NOR,45.72,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,19,Jenna MCCORKELL,GBR,47.17,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,18,Kaat VAN DAELE,BEL,47.18,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,17,Anita MADSEN,DEN,47.97,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,16,Elene GEDEVANISHVILI,GEO,48.75,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,15,Kerstin FRANK,AUT,49.6,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,14,Monika SIMANCIKOVA,SVK,50.27,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,13,Mae Berenice MEITE,FRA,50.79,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,12,Nikol GOSVIANI,RUS,50.92,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,11,Sonia LAFUENTE,ESP,51.07,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,18,Alexei BYCHENKO,ISR,56.42,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,M
SP,10,Juulia TURKKILA,FIN,51.47,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,4,Elizaveta TUKTAMYSHEVA,RUS,57.18,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,24,Natalia POPOVA,UKR,45.6,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,17,Natalia POPOVA,UKR,82.94,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,5,Joshi HELGESSON,SWE,55.04,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,21,Sila SAYGI,TUR,46.17,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,35,Mirna LIBRIC,CRO,33.73,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,24,Fleur MAXWELL,LUX,66.35,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,23,Sila SAYGI,TUR,73.1,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,22,Anne Line GJERSEM,NOR,78.76,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,21,Juulia TURKKILA,FIN,79.32,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,20,Jenna MCCORKELL,GBR,79.81,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,18,Kaat VAN DAELE,BEL,82.82,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,6,Viktoria HELGESSON,SWE,54.77,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,16,Anita MADSEN,DEN,85.38,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,15,Monika SIMANCIKOVA,SVK,87.2,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,14,Lenaelle GILLERON-GORRY,FRA,90.42,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,13,Elena GLEBOVA,EST,91.55,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,2,Carolina KOSTNER,ITA,130.52,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
SP,36,Kristina ZAKHARANKA,BLR,31.73,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,19,Tina STUERZINGER,SUI,82.65,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,1,Elizaveta TUKTAMYSHEVA,RUS,131.67,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,3,Adelina SOTNIKOVA,RUS,126.38,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,4,Valentina MARCHEI,ITA,112.84,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,5,Nikol GOSVIANI,RUS,103.49,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,6,Sonia LAFUENTE,ESP,101.22,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,8,Mae Berenice MEITE,FRA,96.35,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,9,Joshi HELGESSON,SWE,95.36,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,10,Nathalie WEINZIERL,GER,95.24,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
FS,11,Elene GEDEVANISHVILI,GEO,93.96,2013/01/23,ISU European Figure Skating Championships 2013,EURO,https://results.isu.org/results/ec2013/,2012-2013,F
